Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-01241,2025-04-02,2025-04-07,CUST-0342,Small Business,Central,Texas,Austin,Technology,Phones,Smartphone Pro 12,2402.66,3,0.0,357.03
ORD-01117,2025-04-03,2025-04-05,CUST-0003,Consumer,West,Nevada,Las Vegas,Technology,Phones,Smartphone Pro 12,1334.91,2,0.2,101.6
ORD-00996,2025-04-03,2025-04-08,CUST-0158,Corporate,East,Virginia,Richmond,Office Supplies,Storage,Archive Box Set,145.19,4,0.0,31.46
ORD-00257,2025-04-03,2025-04-07,CUST-0355,Consumer,South,Alabama,Birmingham,Furniture,Tables,Meeting Table,842.14,2,0.2,49.87
ORD-00651,2025-04-03,2025-04-07,CUST-0194,Small Business,West,Nevada,Reno,Furniture,Desks,Office Work Desk,2280.65,7,0.05,294.06
ORD-00759,2025-04-03,2025-04-06,CUST-0231,Consumer,West,Nevada,Reno,Technology,Phones,Smartphone Pro 12,3889.89,5,0.0,833.5
ORD-00116,2025-04-03,2025-04-04,CUST-0382,Consumer,West,Oregon,Eugene,Technology,Phones,Smartphone Pro 12,2124.61,4,0.3,31.39
ORD-01366,2025-04-04,2025-04-08,CUST-0277,Consumer,Central,Michigan,Grand Rapids,Office Supplies,Paper,Premium Printing Paper,238.92,6,0.05,59.78
ORD-00067,2025-04-05,2025-04-09,CUST-0320,Corporate,West,Arizona,Tucson,Office Supplies,Binders,Document Folder Set,14.71,1,0.0,4.13
ORD-01489,2025-04-05,2025-04-07,CUST-0134,Corporate,South,Alabama,Montgomery,Technology,Laptops,Gaming Laptop G5,7027.23,6,0.1,1010.45
ORD-00277,2025-04-05,2025-04-08,CUST-0179,Consumer,South,Alabama,Montgomery,Furniture,Chairs,Ergonomic Office Chair,1771.18,7,0.05,267.6
ORD-00814,2025-04-05,2025-04-09,CUST-0217,Corporate,East,Georgia,Savannah,Office Supplies,Binders,Premium Binder,94.96,6,0.1,14.11
ORD-01065,2025-04-05,2025-04-10,CUST-0294,Corporate,Central,Wisconsin,Madison,Office Supplies,Paper,Premium Printing Paper,325.04,7,0.0,63.11
ORD-00853,2025-04-06,2025-04-09,CUST-0342,Small Business,East,New York,New York City,Office Supplies,Storage,Archive Box Set,27.35,1,0.2,3.2
ORD-01408,2025-04-06,2025-04-08,CUST-0391,Corporate,West,Arizona,Phoenix,Office Supplies,Binders,A4 Ring Binder,31.35,3,0.15,4.41
ORD-00446,2025-04-07,2025-04-12,CUST-0154,Small Business,East,Virginia,Virginia Beach,Technology,Phones,Smartphone Pro 12,1273.26,2,0.15,148.04
ORD-01282,2025-04-07,2025-04-08,CUST-0279,Corporate,Central,Wisconsin,Milwaukee,Furniture,Chairs,Visitor Chair,269.25,2,0.0,39.04
ORD-00997,2025-04-08,2025-04-09,CUST-0298,Consumer,Central,Ohio,Cleveland,Office Supplies,Binders,Premium Binder,33.86,2,0.0,7.52
ORD-00016,2025-04-08,2025-04-10,CUST-0147,Consumer,Central,Ohio,Cincinnati,Furniture,Tables,Round Conference Table,1745.99,5,0.2,77.53
ORD-00483,2025-04-08,2025-04-11,CUST-0214,Corporate,East,New York,Buffalo,Furniture,Tables,Side Table,492.11,4,0.2,24.36
ORD-01455,2025-04-08,2025-04-13,CUST-0049,Consumer,Central,Michigan,Grand Rapids,Technology,Laptops,Ultrabook Air 13,2291.06,2,0.0,362.22
ORD-00326,2025-04-08,2025-04-09,CUST-0296,Consumer,Central,Michigan,Grand Rapids,Office Supplies,Paper,Premium Printing Paper,171.82,4,0.05,43.6
ORD-01294,2025-04-08,2025-04-13,CUST-0075,Consumer,Central,Wisconsin,Madison,Technology,Laptops,Ultrabook Air 13,3979.16,4,0.2,285.33
ORD-00421,2025-04-09,2025-04-13,CUST-0279,Small Business,West,Arizona,Tucson,Office Supplies,Binders,A4 Ring Binder,42.5,4,0.15,6.19
ORD-00019,2025-04-09,2025-04-10,CUST-0099,Small Business,East,Florida,Jacksonville,Furniture,Tables,Meeting Table,1786.72,4,0.2,71.8
ORD-00544,2025-04-09,2025-04-13,CUST-0386,Consumer,Central,Ohio,Cincinnati,Technology,Phones,Smartphone Pro 12,3964.05,5,0.05,536.93
ORD-00943,2025-04-09,2025-04-11,CUST-0317,Consumer,East,Virginia,Virginia Beach,Technology,Accessories,USB-C Hub,117.51,3,0.15,13.74
ORD-00662,2025-04-09,2025-04-11,CUST-0339,Consumer,East,New York,Buffalo,Technology,Accessories,USB-C Hub,327.88,7,0.0,58.2
ORD-00530,2025-04-09,2025-04-13,CUST-0355,Small Business,Central,Illinois,Peoria,Technology,Phones,5G Phone Max,1528.4,3,0.2,112.58
ORD-00646,2025-04-10,2025-04-14,CUST-0243,Small Business,West,Washington,Tacoma,Office Supplies,Storage,File Storage Box,165.93,7,0.0,37.97
ORD-01293,2025-04-10,2025-04-11,CUST-0328,Corporate,East,Virginia,Norfolk,Technology,Phones,Smartphone Pro 12,2725.77,4,0.15,242.98
ORD-01281,2025-04-10,2025-04-12,CUST-0296,Consumer,West,Oregon,Eugene,Office Supplies,Binders,A4 Ring Binder,38.42,4,0.2,4.53
ORD-00950,2025-04-10,2025-04-12,CUST-0157,Consumer,Central,Michigan,Detroit,Furniture,Chairs,Visitor Chair,916.22,7,0.0,154.39
ORD-00425,2025-04-10,2025-04-15,CUST-0007,Consumer,East,Florida,Miami,Office Supplies,Storage,Desktop Organizer,96.98,4,0.1,18.27
ORD-00565,2025-04-10,2025-04-14,CUST-0388,Consumer,Central,Ohio,Cincinnati,Technology,Accessories,Wireless Mouse,56.27,2,0.0,10.62
ORD-00328,2025-04-11,2025-04-16,CUST-0192,Corporate,Central,Michigan,Detroit,Technology,Accessories,USB-C Hub,270.47,6,0.05,42.29
ORD-00062,2025-04-11,2025-04-15,CUST-0350,Corporate,Central,Michigan,Grand Rapids,Technology,Accessories,Wireless Mouse,150.02,6,0.1,15.77
ORD-01331,2025-04-11,2025-04-15,CUST-0374,Consumer,South,Tennessee,Memphis,Office Supplies,Binders,A4 Ring Binder,58.18,5,0.1,11.07
ORD-00231,2025-04-12,2025-04-14,CUST-0092,Corporate,East,New York,Buffalo,Technology,Accessories,Wireless Mouse,82.88,3,0.1,12.35
ORD-00139,2025-04-12,2025-04-16,CUST-0117,Consumer,Central,Ohio,Cincinnati,Office Supplies,Paper,Premium Printing Paper,45.24,1,0.05,9.69
ORD-01372,2025-04-12,2025-04-15,CUST-0347,Corporate,East,Pennsylvania,Pittsburgh,Technology,Laptops,Business Laptop 14,3562.51,5,0.2,273.59
ORD-00949,2025-04-12,2025-04-14,CUST-0028,Consumer,Central,Illinois,Springfield,Office Supplies,Paper,Recycled Paper Pack,163.48,7,0.15,24.0
ORD-00562,2025-04-13,2025-04-15,CUST-0031,Consumer,West,California,Los Angeles,Office Supplies,Storage,File Storage Box,38.5,2,0.15,5.3
ORD-01262,2025-04-13,2025-04-15,CUST-0375,Corporate,West,California,San Jose,Furniture,Chairs,Visitor Chair,123.9,1,0.0,20.85
ORD-00422,2025-04-13,2025-04-14,CUST-0130,Consumer,South,Louisiana,Shreveport,Technology,Phones,5G Phone Max,4393.32,7,0.1,525.78
ORD-00546,2025-04-13,2025-04-18,CUST-0297,Corporate,West,Nevada,Reno,Technology,Laptops,Business Laptop 14,823.92,1,0.1,119.16
ORD-00496,2025-04-13,2025-04-15,CUST-0327,Small Business,South,South Carolina,Columbia,Office Supplies,Paper,Recycled Paper Pack,150.38,7,0.2,19.16
ORD-00666,2025-04-13,2025-04-17,CUST-0114,Small Business,South,South Carolina,Charleston,Technology,Phones,5G Phone Max,3195.9,6,0.2,217.81
ORD-00001,2025-04-13,2025-04-16,CUST-0150,Corporate,South,Louisiana,Shreveport,Office Supplies,Storage,Desktop Organizer,80.47,3,0.0,18.03
ORD-00302,2025-04-13,2025-04-17,CUST-0144,Corporate,West,California,Los Angeles,Furniture,Tables,Meeting Table,1512.76,3,0.1,170.82
ORD-00631,2025-04-14,2025-04-15,CUST-0156,Small Business,East,Pennsylvania,Pittsburgh,Furniture,Desks,Office Work Desk,1228.76,4,0.05,141.95
ORD-01036,2025-04-14,2025-04-19,CUST-0361,Corporate,West,Washington,Tacoma,Office Supplies,Binders,Document Folder Set,13.49,1,0.15,1.71
ORD-00623,2025-04-14,2025-04-18,CUST-0317,Consumer,Central,Illinois,Chicago,Furniture,Desks,Compact Study Desk,419.58,2,0.05,57.79
ORD-00679,2025-04-14,2025-04-19,CUST-0176,Corporate,Central,Illinois,Chicago,Office Supplies,Storage,Archive Box Set,25.87,1,0.2,3.16
ORD-01270,2025-04-14,2025-04-17,CUST-0243,Corporate,East,Georgia,Atlanta,Office Supplies,Binders,Premium Binder,63.2,4,0.1,12.5
ORD-00093,2025-04-14,2025-04-17,CUST-0305,Consumer,Central,Texas,Austin,Technology,Accessories,Mechanical Keyboard,417.11,6,0.1,43.62
ORD-00381,2025-04-14,2025-04-16,CUST-0261,Corporate,East,Virginia,Virginia Beach,Office Supplies,Storage,Desktop Organizer,199.03,7,0.0,55.76
ORD-00817,2025-04-14,2025-04-15,CUST-0166,Small Business,Central,Texas,Houston,Office Supplies,Binders,Document Folder Set,50.01,4,0.1,9.68
ORD-00252,2025-04-14,2025-04-15,CUST-0119,Small Business,East,Georgia,Atlanta,Office Supplies,Binders,Document Folder Set,52.97,4,0.05,13.32
ORD-00810,2025-04-14,2025-04-16,CUST-0274,Consumer,Central,Wisconsin,Milwaukee,Technology,Laptops,Business Laptop 14,845.23,1,0.0,133.0
ORD-00217,2025-04-15,2025-04-18,CUST-0117,Corporate,Central,Illinois,Peoria,Technology,Laptops,Gaming Laptop G5,7929.74,6,0.0,1240.0
ORD-00590,2025-04-15,2025-04-17,CUST-0224,Consumer,South,South Carolina,Charleston,Furniture,Chairs,Visitor Chair,130.12,1,0.05,19.14
ORD-00633,2025-04-15,2025-04-18,CUST-0331,Consumer,West,California,San Diego,Office Supplies,Paper,Recycled Paper Pack,62.97,3,0.2,9.31
ORD-00785,2025-04-15,2025-04-16,CUST-0220,Small Business,West,Nevada,Las Vegas,Office Supplies,Storage,Archive Box Set,244.52,7,0.0,54.33
ORD-00577,2025-04-15,2025-04-16,CUST-0202,Consumer,Central,Ohio,Cleveland,Furniture,Tables,Meeting Table,1671.89,3,0.05,183.04
ORD-01089,2025-04-16,2025-04-20,CUST-0263,Consumer,Central,Ohio,Columbus,Office Supplies,Binders,Document Folder Set,13.78,1,0.05,2.42
ORD-00393,2025-04-16,2025-04-18,CUST-0138,Corporate,East,Georgia,Savannah,Technology,Accessories,Wireless Mouse,46.42,2,0.15,3.98
ORD-00464,2025-04-16,2025-04-17,CUST-0383,Corporate,West,California,Fresno,Technology,Phones,Budget Smartphone X,776.09,2,0.0,138.98
ORD-00899,2025-04-16,2025-04-21,CUST-0116,Consumer,West,Nevada,Las Vegas,Technology,Accessories,Wireless Mouse,46.22,2,0.2,3.88
ORD-00121,2025-04-16,2025-04-18,CUST-0204,Small Business,East,Virginia,Virginia Beach,Technology,Accessories,Mechanical Keyboard,58.67,1,0.2,4.17
ORD-00340,2025-04-17,2025-04-19,CUST-0102,Consumer,South,South Carolina,Columbia,Office Supplies,Storage,File Storage Box,22.62,1,0.0,5.57
ORD-01203,2025-04-17,2025-04-18,CUST-0088,Consumer,West,Arizona,Phoenix,Furniture,Tables,Side Table,579.03,4,0.15,46.86
ORD-00141,2025-04-17,2025-04-22,CUST-0052,Consumer,East,Georgia,Augusta,Furniture,Tables,Meeting Table,2441.45,5,0.05,321.66
ORD-00542,2025-04-17,2025-04-19,CUST-0369,Corporate,East,New York,Rochester,Technology,Laptops,Business Laptop 14,5610.69,7,0.1,597.73
ORD-01439,2025-04-17,2025-04-19,CUST-0079,Corporate,West,Nevada,Las Vegas,Technology,Laptops,Ultrabook Air 13,2235.58,2,0.05,337.51
ORD-01192,2025-04-17,2025-04-18,CUST-0137,Consumer,East,Virginia,Richmond,Office Supplies,Paper,Premium Printing Paper,92.59,2,0.0,20.09
ORD-00792,2025-04-17,2025-04-18,CUST-0098,Consumer,South,Tennessee,Knoxville,Office Supplies,Storage,Desktop Organizer,75.94,3,0.05,16.44
ORD-00840,2025-04-17,2025-04-20,CUST-0136,Consumer,South,North Carolina,Charlotte,Technology,Phones,Budget Smartphone X,1094.77,3,0.1,139.37
ORD-00904,2025-04-17,2025-04-18,CUST-0344,Corporate,South,South Carolina,Columbia,Office Supplies,Paper,Premium Printing Paper,167.28,4,0.0,38.1
ORD-00868,2025-04-17,2025-04-20,CUST-0343,Small Business,South,Louisiana,Shreveport,Technology,Phones,Budget Smartphone X,2377.03,7,0.1,238.63
ORD-00292,2025-04-17,2025-04-20,CUST-0310,Corporate,West,Nevada,Reno,Technology,Accessories,Mechanical Keyboard,80.14,1,0.0,13.89
ORD-00489,2025-04-18,2025-04-23,CUST-0120,Corporate,Central,Texas,Houston,Office Supplies,Storage,Desktop Organizer,190.43,7,0.0,52.84
ORD-01140,2025-04-18,2025-04-21,CUST-0342,Consumer,West,Washington,Tacoma,Technology,Accessories,Mechanical Keyboard,135.91,2,0.2,11.14
ORD-00028,2025-04-18,2025-04-20,CUST-0158,Consumer,West,Nevada,Reno,Office Supplies,Storage,Archive Box Set,230.6,7,0.0,65.74
ORD-00298,2025-04-18,2025-04-20,CUST-0201,Consumer,Central,Texas,Dallas,Technology,Laptops,Gaming Laptop G5,8574.83,6,0.0,1594.18
ORD-00921,2025-04-19,2025-04-23,CUST-0269,Consumer,Central,Illinois,Peoria,Technology,Accessories,Wireless Mouse,54.73,2,0.0,10.46
ORD-00382,2025-04-19,2025-04-24,CUST-0251,Corporate,East,Virginia,Norfolk,Furniture,Tables,Side Table,154.49,1,0.0,25.26
ORD-00588,2025-04-19,2025-04-22,CUST-0240,Corporate,East,Georgia,Augusta,Technology,Phones,5G Phone Max,629.95,1,0.1,71.75
ORD-01443,2025-04-20,2025-04-23,CUST-0122,Consumer,West,Arizona,Tucson,Technology,Accessories,Mechanical Keyboard,71.56,1,0.15,6.55
ORD-00442,2025-04-20,2025-04-21,CUST-0179,Consumer,South,Tennessee,Knoxville,Technology,Accessories,Mechanical Keyboard,418.05,5,0.0,63.77
ORD-01055,2025-04-20,2025-04-22,CUST-0306,Corporate,South,Tennessee,Knoxville,Furniture,Chairs,Ergonomic Office Chair,413.63,2,0.1,38.5
ORD-00859,2025-04-20,2025-04-23,CUST-0138,Consumer,East,Pennsylvania,Philadelphia,Technology,Accessories,Wireless Mouse,175.72,7,0.15,14.03
ORD-00071,2025-04-21,2025-04-25,CUST-0086,Corporate,West,California,Fresno,Office Supplies,Binders,A4 Ring Binder,10.94,1,0.05,2.55
ORD-01063,2025-04-21,2025-04-24,CUST-0390,Consumer,South,North Carolina,Greensboro,Office Supplies,Storage,File Storage Box,82.77,5,0.2,8.99
ORD-00228,2025-04-21,2025-04-25,CUST-0005,Corporate,Central,Ohio,Cincinnati,Office Supplies,Paper,Premium Printing Paper,38.01,1,0.15,6.54
ORD-01318,2025-04-22,2025-04-23,CUST-0167,Consumer,East,Virginia,Virginia Beach,Office Supplies,Binders,A4 Ring Binder,69.26,6,0.0,16.17
ORD-01467,2025-04-22,2025-04-24,CUST-0307,Consumer,West,Washington,Tacoma,Office Supplies,Binders,A4 Ring Binder,41.35,4,0.15,6.23
ORD-00414,2025-04-22,2025-04-25,CUST-0249,Consumer,West,Arizona,Phoenix,Technology,Phones,Smartphone Pro 12,2778.92,4,0.1,278.79
ORD-00176,2025-04-22,2025-04-23,CUST-0020,Consumer,West,California,Fresno,Furniture,Desks,Standing Desk,1615.84,4,0.15,148.17
ORD-01053,2025-04-22,2025-04-26,CUST-0380,Consumer,East,Pennsylvania,Philadelphia,Technology,Phones,Budget Smartphone X,2345.98,6,0.05,428.96
ORD-00428,2025-04-22,2025-04-25,CUST-0001,Consumer,South,Tennessee,Knoxville,Office Supplies,Storage,Desktop Organizer,99.35,4,0.1,16.96
ORD-01083,2025-04-22,2025-04-24,CUST-0330,Consumer,East,Georgia,Atlanta,Technology,Accessories,Mechanical Keyboard,421.1,7,0.2,32.86
ORD-01263,2025-04-22,2025-04-26,CUST-0126,Small Business,East,Virginia,Virginia Beach,Office Supplies,Paper,Premium Printing Paper,85.54,2,0.1,12.72
ORD-01157,2025-04-23,2025-04-26,CUST-0396,Consumer,West,Arizona,Tucson,Technology,Laptops,Business Laptop 14,6247.74,7,0.0,1030.42
ORD-01072,2025-04-23,2025-04-27,CUST-0270,Corporate,East,Pennsylvania,Allentown,Technology,Phones,Budget Smartphone X,2657.51,7,0.0,385.72
ORD-00405,2025-04-23,2025-04-24,CUST-0377,Consumer,West,Nevada,Las Vegas,Office Supplies,Binders,Premium Binder,33.85,2,0.0,6.9
ORD-00532,2025-04-24,2025-04-27,CUST-0270,Consumer,Central,Texas,Austin,Furniture,Tables,Meeting Table,1864.49,4,0.1,221.07
ORD-00036,2025-04-24,2025-04-25,CUST-0099,Consumer,West,Oregon,Portland,Office Supplies,Binders,Premium Binder,74.89,4,0.0,20.18
ORD-00533,2025-04-24,2025-04-25,CUST-0092,Consumer,Central,Illinois,Springfield,Furniture,Tables,Round Conference Table,355.81,1,0.15,26.62
ORD-01067,2025-04-24,2025-04-27,CUST-0373,Consumer,East,New York,Buffalo,Office Supplies,Paper,Copy Paper Box,112.93,4,0.05,20.82
ORD-00427,2025-04-25,2025-04-28,CUST-0276,Consumer,Central,Illinois,Peoria,Technology,Accessories,Mechanical Keyboard,340.46,5,0.1,50.11
ORD-00802,2025-04-25,2025-04-28,CUST-0054,Consumer,South,North Carolina,Greensboro,Furniture,Tables,Round Conference Table,1724.57,4,0.0,239.9
ORD-00999,2025-04-25,2025-04-30,CUST-0148,Consumer,South,Alabama,Mobile,Technology,Laptops,Gaming Laptop G5,2447.62,2,0.1,247.87
ORD-00087,2025-04-25,2025-04-30,CUST-0098,Corporate,West,California,Fresno,Office Supplies,Binders,A4 Ring Binder,65.94,6,0.15,10.49
ORD-01206,2025-04-25,2025-04-26,CUST-0241,Consumer,West,California,San Diego,Technology,Accessories,USB-C Hub,341.38,7,0.0,51.45
ORD-00181,2025-04-26,2025-04-29,CUST-0399,Corporate,West,Oregon,Eugene,Furniture,Desks,Office Work Desk,319.36,1,0.05,47.15
ORD-00264,2025-04-26,2025-04-30,CUST-0197,Consumer,East,Pennsylvania,Allentown,Technology,Laptops,Business Laptop 14,924.83,1,0.0,148.15
ORD-01242,2025-04-27,2025-04-30,CUST-0075,Corporate,Central,Michigan,Detroit,Furniture,Tables,Round Conference Table,1324.36,3,0.05,183.36
ORD-00390,2025-04-27,2025-04-28,CUST-0007,Small Business,West,Arizona,Tucson,Furniture,Chairs,Executive Chair,2338.22,6,0.05,296.92
ORD-01171,2025-04-27,2025-04-28,CUST-0017,Consumer,Central,Wisconsin,Milwaukee,Furniture,Chairs,Ergonomic Office Chair,695.44,3,0.05,82.72
ORD-01415,2025-04-27,2025-04-28,CUST-0012,Corporate,Central,Illinois,Springfield,Office Supplies,Binders,A4 Ring Binder,30.83,3,0.15,5.74
ORD-01099,2025-04-28,2025-05-03,CUST-0171,Corporate,South,Tennessee,Nashville,Technology,Phones,Smartphone Pro 12,4492.91,7,0.2,351.18
ORD-01141,2025-04-28,2025-05-01,CUST-0246,Consumer,East,Pennsylvania,Pittsburgh,Technology,Accessories,Wireless Mouse,151.4,6,0.1,17.64
ORD-01245,2025-04-28,2025-05-01,CUST-0191,Consumer,Central,Ohio,Cincinnati,Technology,Accessories,Wireless Mouse,146.9,6,0.1,21.37
ORD-01474,2025-04-29,2025-05-02,CUST-0292,Corporate,West,California,Los Angeles,Office Supplies,Paper,Premium Printing Paper,118.44,3,0.15,19.11
ORD-00402,2025-04-29,2025-05-01,CUST-0271,Consumer,West,California,San Diego,Technology,Accessories,Wireless Mouse,61.13,2,0.0,11.19
ORD-01485,2025-04-30,2025-05-02,CUST-0092,Consumer,Central,Texas,Houston,Office Supplies,Binders,Premium Binder,114.96,6,0.0,22.99
ORD-00314,2025-04-30,2025-05-03,CUST-0182,Consumer,Central,Illinois,Springfield,Technology,Accessories,Wireless Mouse,149.5,7,0.3,2.55
ORD-00793,2025-04-30,2025-05-04,CUST-0372,Consumer,West,California,Fresno,Office Supplies,Storage,Desktop Organizer,96.23,4,0.05,19.96
ORD-00690,2025-05-01,2025-05-03,CUST-0087,Small Business,West,Washington,Spokane,Office Supplies,Paper,Premium Printing Paper,37.94,1,0.2,5.91
ORD-01267,2025-05-01,2025-05-04,CUST-0185,Small Business,East,Virginia,Norfolk,Technology,Accessories,USB-C Hub,353.92,7,0.0,62.59
ORD-00365,2025-05-01,2025-05-05,CUST-0239,Consumer,Central,Illinois,Springfield,Office Supplies,Storage,Desktop Organizer,82.08,3,0.0,15.85
ORD-00391,2025-05-02,2025-05-03,CUST-0164,Corporate,East,Virginia,Richmond,Furniture,Desks,Compact Study Desk,1529.93,7,0.05,200.02
ORD-00090,2025-05-02,2025-05-03,CUST-0187,Corporate,Central,Illinois,Springfield,Technology,Accessories,Mechanical Keyboard,362.56,5,0.05,52.1
ORD-00677,2025-05-02,2025-05-03,CUST-0189,Consumer,West,Arizona,Tucson,Furniture,Chairs,Visitor Chair,668.91,5,0.0,92.22
ORD-00746,2025-05-03,2025-05-06,CUST-0324,Consumer,Central,Texas,Houston,Office Supplies,Paper,Premium Printing Paper,223.69,5,0.05,40.57
ORD-00773,2025-05-03,2025-05-07,CUST-0206,Consumer,Central,Michigan,Grand Rapids,Furniture,Chairs,Ergonomic Office Chair,1373.99,7,0.15,96.53
ORD-00975,2025-05-03,2025-05-04,CUST-0245,Consumer,Central,Texas,Austin,Office Supplies,Storage,Desktop Organizer,48.34,2,0.15,8.27
ORD-00403,2025-05-03,2025-05-05,CUST-0340,Corporate,East,Florida,Tampa,Technology,Accessories,Mechanical Keyboard,300.76,4,0.05,45.56
ORD-00626,2025-05-03,2025-05-07,CUST-0048,Small Business,South,North Carolina,Greensboro,Furniture,Chairs,Visitor Chair,203.58,2,0.15,12.7
ORD-00207,2025-05-05,2025-05-07,CUST-0255,Consumer,Central,Texas,San Antonio,Technology,Phones,Budget Smartphone X,394.48,1,0.0,64.41
ORD-01450,2025-05-05,2025-05-06,CUST-0376,Consumer,East,New York,Rochester,Technology,Phones,Smartphone Pro 12,2879.22,4,0.05,467.56
ORD-01013,2025-05-05,2025-05-09,CUST-0083,Consumer,Central,Wisconsin,Milwaukee,Technology,Phones,5G Phone Max,3926.42,6,0.0,666.44
ORD-01094,2025-05-06,2025-05-09,CUST-0053,Consumer,South,Alabama,Montgomery,Technology,Laptops,Business Laptop 14,3553.22,6,0.3,43.69
ORD-00015,2025-05-06,2025-05-11,CUST-0372,Consumer,Central,Wisconsin,Madison,Office Supplies,Storage,Archive Box Set,95.63,3,0.05,22.79
ORD-00055,2025-05-06,2025-05-10,CUST-0184,Consumer,East,Florida,Jacksonville,Office Supplies,Storage,Archive Box Set,240.11,7,0.05,44.49
ORD-00680,2025-05-06,2025-05-10,CUST-0023,Consumer,Central,Michigan,Detroit,Technology,Accessories,Mechanical Keyboard,413.04,6,0.1,54.23
ORD-00618,2025-05-06,2025-05-11,CUST-0381,Small Business,East,Georgia,Atlanta,Furniture,Desks,Office Work Desk,1383.3,5,0.1,135.8
ORD-00450,2025-05-07,2025-05-10,CUST-0117,Consumer,South,South Carolina,Charleston,Technology,Laptops,Gaming Laptop G5,2469.16,2,0.05,393.09
ORD-00475,2025-05-07,2025-05-12,CUST-0341,Consumer,East,Virginia,Norfolk,Technology,Phones,Budget Smartphone X,411.5,1,0.0,87.23
ORD-00729,2025-05-07,2025-05-11,CUST-0173,Consumer,West,Arizona,Phoenix,Office Supplies,Storage,Desktop Organizer,122.63,6,0.2,15.19
ORD-00598,2025-05-07,2025-05-08,CUST-0141,Consumer,Central,Texas,Houston,Technology,Laptops,Gaming Laptop G5,1467.86,1,0.0,292.91
ORD-00335,2025-05-07,2025-05-08,CUST-0385,Consumer,West,Arizona,Tucson,Office Supplies,Binders,Premium Binder,105.3,7,0.1,18.52
ORD-01101,2025-05-07,2025-05-08,CUST-0015,Consumer,West,Arizona,Tucson,Technology,Laptops,Gaming Laptop G5,3627.78,3,0.1,536.49
ORD-01059,2025-05-07,2025-05-12,CUST-0042,Consumer,West,Nevada,Reno,Technology,Phones,5G Phone Max,2567.77,5,0.2,201.91
ORD-00357,2025-05-08,2025-05-11,CUST-0246,Consumer,Central,Wisconsin,Madison,Technology,Accessories,Mechanical Keyboard,284.26,4,0.05,49.93
ORD-01236,2025-05-08,2025-05-12,CUST-0210,Consumer,East,Pennsylvania,Allentown,Technology,Laptops,Ultrabook Air 13,5766.83,5,0.1,774.85
ORD-00647,2025-05-08,2025-05-12,CUST-0281,Corporate,West,Washington,Spokane,Office Supplies,Paper,Premium Printing Paper,258.05,6,0.05,58.42
ORD-01194,2025-05-09,2025-05-11,CUST-0083,Consumer,East,New York,Buffalo,Office Supplies,Binders,A4 Ring Binder,61.55,5,0.05,13.49
ORD-00385,2025-05-09,2025-05-13,CUST-0109,Small Business,West,Washington,Seattle,Office Supplies,Storage,File Storage Box,57.6,3,0.15,7.69
ORD-00445,2025-05-09,2025-05-12,CUST-0282,Consumer,Central,Wisconsin,Madison,Technology,Phones,Smartphone Pro 12,3733.38,7,0.3,50.65
ORD-00165,2025-05-09,2025-05-10,CUST-0079,Consumer,Central,Michigan,Grand Rapids,Furniture,Desks,Office Work Desk,1214.6,4,0.1,147.69
ORD-01003,2025-05-09,2025-05-11,CUST-0178,Consumer,East,Georgia,Savannah,Furniture,Desks,Standing Desk,2240.24,5,0.1,221.48
ORD-00552,2025-05-10,2025-05-15,CUST-0038,Small Business,South,North Carolina,Greensboro,Office Supplies,Binders,A4 Ring Binder,44.71,5,0.3,3.64
ORD-00547,2025-05-10,2025-05-14,CUST-0351,Small Business,West,Arizona,Tucson,Technology,Accessories,USB-C Hub,93.91,2,0.0,15.42
ORD-00627,2025-05-10,2025-05-12,CUST-0130,Consumer,West,California,Fresno,Furniture,Tables,Meeting Table,3139.48,6,0.05,495.06
ORD-00156,2025-05-10,2025-05-11,CUST-0110,Small Business,East,Pennsylvania,Pittsburgh,Office Supplies,Binders,A4 Ring Binder,11.06,1,0.05,2.45
ORD-00684,2025-05-11,2025-05-12,CUST-0176,Consumer,East,Georgia,Augusta,Technology,Phones,Smartphone Pro 12,1347.59,2,0.15,144.72
ORD-01069,2025-05-11,2025-05-13,CUST-0040,Consumer,West,California,Los Angeles,Technology,Phones,Budget Smartphone X,773.69,2,0.0,145.78
ORD-00867,2025-05-12,2025-05-13,CUST-0230,Small Business,West,California,San Diego,Furniture,Chairs,Ergonomic Office Chair,1715.49,7,0.05,192.84
ORD-00887,2025-05-12,2025-05-15,CUST-0397,Corporate,West,Nevada,Reno,Office Supplies,Paper,Premium Printing Paper,315.32,7,0.05,79.53
ORD-01142,2025-05-12,2025-05-16,CUST-0400,Consumer,West,California,San Jose,Technology,Accessories,USB-C Hub,91.37,2,0.05,11.23
ORD-00863,2025-05-13,2025-05-15,CUST-0389,Consumer,South,South Carolina,Charleston,Furniture,Chairs,Ergonomic Office Chair,1050.85,4,0.0,163.59
ORD-00253,2025-05-13,2025-05-15,CUST-0025,Corporate,South,Alabama,Mobile,Office Supplies,Paper,Copy Paper Box,30.44,1,0.0,6.26
ORD-00198,2025-05-13,2025-05-17,CUST-0213,Consumer,East,Georgia,Atlanta,Furniture,Desks,Compact Study Desk,828.36,4,0.05,123.88
ORD-00760,2025-05-14,2025-05-18,CUST-0088,Consumer,Central,Ohio,Cincinnati,Furniture,Desks,Office Work Desk,1273.36,4,0.1,144.04
